Time [s],Rank 27,Rank 5,Rank 14,Rank 19,Rank 1,Rank 20,Rank 8,Rank 25,Rank 12,Rank 17,Rank 31,Rank 4,Rank 23,Rank 0,Rank 28,Rank 10,Rank 7,Rank 15,Rank 21,Rank 3,Rank 26,Rank 13,Rank 18,Rank 6,Rank 24,Rank 29,Rank 11,Rank 2,Rank 16,Rank 30,Rank 9,Rank 22
0.168592069,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,
0.16871663,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,
0.168866721,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,
0.168880441,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.169147617,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,
0.169436834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,
0.1694571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,
0.16952831,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.169579595,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,
0.169762647,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16981636,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,
0.169957814,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,
0.170047627,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,
0.17005013,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,,
0.170103653,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170135816,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,
0.170159512,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170241752,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,
0.170250279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269
0.170522273,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.170587764,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,
0.170652549,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,
0.17089403,,,,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,
0.171504907,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,,,,,
0.171677992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,
0.17197185,,,,,,,,,,,,,,,,,,,,,,,,,,0.739383825475269,,,,,,
0.172288378,,,,,,,,,,,,0.739383825475269,,,,,,,,,,,,,,,,,,,,
0.186992965,,,,,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,
0.18737205,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,,
0.188474454,,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,
0.188566727,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,,,
0.188569855,,,,,,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,
0.188624086,,,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,
0.188638564,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,,,,,,,,,
0.188897378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.731509030585889
0.18958866,,,,,,,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,,,,
0.189659355,,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.189863082,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,,,,,,,,
0.189870403,,,,,,,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,
0.189915556,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,,,,,,
0.1899186,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,,,,
0.189937785,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.190142956,,,,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.190197659,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,
0.190214083,,,,,,,,,,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,
0.190279665,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,,,,,,,,
0.190509452,,,,,,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,,,,,
0.190647572,,,,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,,,,,,,
0.190717294,,,,,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.190947571,,,,,,,,,0.731509030585889,,,,,,,,,,,,,,,,,,,,,,,
0.190958244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.731509030585889,,
